state_id,state_name,page,sno,place_address,telephone,voip,email
14,Madhya Pradesh,5,10,"Jabalpur Road, Kachghar Colony, Jabalpur, Madhya Pradesh-482002",0761-2622532,60761007,disp[hypen]jabalpur[dot]mp[at]esic[dot]nic[dot]in
14,Madhya Pradesh,6,Madhya Pradesh
14,Madhya Pradesh,6,1,"Opposite Central Library, Bharat Talkies, Itwara, Seedia School Colony, Peer Gate Area, Bhopal, Madhya Pradesh 462001",0755-2759365,60755007,disp[hypen]itwara[dot]mp[at]esic[dot]nic[dot]in
14,Madhya Pradesh,6,2,"Ashoka Garden Rd, Gurudwara Market, New Subhash Nagar, Gurunanak Pura, Ashoka Garden, Bhopal, Madhya Pradesh 462023",0755-2759365,60755004,disp-bhopal.mp@esic.nic.in
14,Madhya Pradesh,6,3,"Near Bima Astal, Sonagiri, Bhopal, Madhya Pradesh 462022",0755-2759365,60755001,disp[hypen]bhopal[dot]mp[at]esic[dot]nic[dot]in
14,Madhya Pradesh,6,4,"462046, Patel Nagar, Industrial Area, Mandideep, Bhopal, Madhya Pradesh 462046",07480-233430,67480001,disp[hypen]satlapur[dot]mp[at]esic[dot]nic[dot]in
14,Madhya Pradesh,6,5,"ESI Dispensary, Indira Nagar Mandideep, Raisen, M.P.",07480-233430,67480004,disp[hypen]indiranagar[dot]mp[at]esic[dot]nic[dot]in
14,Madhya Pradesh,6,6,"ESI Dispensary,ESIC services, 7  civil line  near dubey auto servicing, Sagar, M.P.",075822-223850,67582001,disp-sagar.mp@esic.nic.in
14,Madhya Pradesh,6,7,"ESI Dispensary, Orient Paper Mill Area-- Amlai (Shahdol) M.P.",07652-286491,67652001,disp[hypen]amlai[dot]mp[at]esic[dot]nic[dot]in
14,Madhya Pradesh,6,8,"ESI Dispensary, Near Chanchala Bai College, Wright Town Jabalpur, M.P.",0761-2622532,60761004,disp-jabalpur.mp@esic.nic.in
14,Madhya Pradesh,6,9,"ESI Dispensary, Narmada Nagar, Raddi Chouki, Aadhartaal-- Jabalpur, M.P.",0761-2622532,60761001,disp[hypen]adhartal[dot]mp[at]esic[dot]nic[dot]in
14,Madhya Pradesh,6,10,"Jabalpur Road, Kachghar Colony, Jabalpur, Madhya Pradesh-482002",0761-2622532,60761007,disp[hypen]jabalpur[dot]mp[at]esic[dot]nic[dot]in
14,Madhya Pradesh,7,Madhya Pradesh
14,Madhya Pradesh,7,1,"Opposite Central Library, Bharat Talkies, Itwara, Seedia School Colony, Peer Gate Area, Bhopal, Madhya Pradesh 462001",0755-2759365,60755007,disp[hypen]itwara[dot]mp[at]esic[dot]nic[dot]in
14,Madhya Pradesh,7,2,"Ashoka Garden Rd, Gurudwara Market, New Subhash Nagar, Gurunanak Pura, Ashoka Garden, Bhopal, Madhya Pradesh 462023",0755-2759365,60755004,disp-bhopal.mp@esic.nic.in
14,Madhya Pradesh,7,3,"Near Bima Astal, Sonagiri, Bhopal, Madhya Pradesh 462022",0755-2759365,60755001,disp[hypen]bhopal[dot]mp[at]esic[dot]nic[dot]in
14,Madhya Pradesh,7,4,"462046, Patel Nagar, Industrial Area, Mandideep, Bhopal, Madhya Pradesh 462046",07480-233430,67480001,disp[hypen]satlapur[dot]mp[at]esic[dot]nic[dot]in
14,Madhya Pradesh,7,5,"ESI Dispensary, Indira Nagar Mandideep, Raisen, M.P.",07480-233430,67480004,disp[hypen]indiranagar[dot]mp[at]esic[dot]nic[dot]in
14,Madhya Pradesh,7,6,"ESI Dispensary,ESIC services, 7  civil line  near dubey auto servicing, Sagar, M.P.",075822-223850,67582001,disp-sagar.mp@esic.nic.in
14,Madhya Pradesh,7,7,"ESI Dispensary, Orient Paper Mill Area-- Amlai (Shahdol) M.P.",07652-286491,67652001,disp[hypen]amlai[dot]mp[at]esic[dot]nic[dot]in
14,Madhya Pradesh,7,8,"ESI Dispensary, Near Chanchala Bai College, Wright Town Jabalpur, M.P.",0761-2622532,60761004,disp-jabalpur.mp@esic.nic.in
14,Madhya Pradesh,7,9,"ESI Dispensary, Narmada Nagar, Raddi Chouki, Aadhartaal-- Jabalpur, M.P.",0761-2622532,60761001,disp[hypen]adhartal[dot]mp[at]esic[dot]nic[dot]in
14,Madhya Pradesh,7,10,"Jabalpur Road, Kachghar Colony, Jabalpur, Madhya Pradesh-482002",0761-2622532,60761007,disp[hypen]jabalpur[dot]mp[at]esic[dot]nic[dot]in
15,Maharashtra,1,Maharashtra
15,Maharashtra,1,1,"ESI DISPENSARY TARABAI ROAD KOLHAPUR
1827B, A-Ward, Tarabai Park, Kolhapur.",231-2322406,60231001 to 60231003,disp[hypen]tarabairoad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,1,2,"ESIS DISPENSARY SATARA
Old Civil Hospital, Satara",0216-2239533,62162001 to 62162003,disp-satara.mh@esic.nic.in
15,Maharashtra,1,3,"ESI Dispensary Sangli
Rajawada Chowk, Sangli",0233-2377636,60233001 to 60233003,disp[hypen]sangli[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,1,4,"ESI Dispensary Nagala PARK 443 Sitaram Bldg, Nagla Park Kolhapur.",0231-2633197,60231007 to 60231009,disp[hypen]naglapark[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,1,5,"ESI Dispensary Laxmi peth 159160, Laxmi peth Solapur",0217-2380412,60217007 to 602170078,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,1,6,"ESI Dispensary Miraj 47644765, Guruwar Peth, Gurukrupa Hospital Building, Miraj-416410",0233-2222604,60233004 to 60233006,disp[hypen]miraj[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,1,7,"ESI Dispensary Ichalkaranji industrial estate , Ichalkaranji-416115 , DIST. KOHLAPUR",0230-3437302,602231010 to 60231012,disp[hypen]ichalkaranji[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,1,8,"Hotgi Rd, near Idaga Ground, Ratandeep Housing Society, Solapur, Maharashtra-413003",0217-2600560,0,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,1,9,"ESI Dispensary Hadapsar, Badage Building, Survey No. 2-6162 Gadital hadapsar-Pune-28",020-25999178,60020001 to 60020003,disp[hypen]hadapsar[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,1,10,"No.690, Nashik - Pune Highway, Vitthal Arcade, Gavhanevasti, Bhosari, Pimpri-Chinchwad, Maharashtra 411039",020-27452424,0,disp[hypen]chinchwad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,2,Maharashtra
15,Maharashtra,2,1,"ESI DISPENSARY TARABAI ROAD KOLHAPUR
1827B, A-Ward, Tarabai Park, Kolhapur.",231-2322406,60231001 to 60231003,disp[hypen]tarabairoad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,2,2,"ESIS DISPENSARY SATARA
Old Civil Hospital, Satara",0216-2239533,62162001 to 62162003,disp-satara.mh@esic.nic.in
15,Maharashtra,2,3,"ESI Dispensary Sangli
Rajawada Chowk, Sangli",0233-2377636,60233001 to 60233003,disp[hypen]sangli[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,2,4,"ESI Dispensary Nagala PARK 443 Sitaram Bldg, Nagla Park Kolhapur.",0231-2633197,60231007 to 60231009,disp[hypen]naglapark[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,2,5,"ESI Dispensary Laxmi peth 159160, Laxmi peth Solapur",0217-2380412,60217007 to 602170078,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,2,6,"ESI Dispensary Miraj 47644765, Guruwar Peth, Gurukrupa Hospital Building, Miraj-416410",0233-2222604,60233004 to 60233006,disp[hypen]miraj[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,2,7,"ESI Dispensary Ichalkaranji industrial estate , Ichalkaranji-416115 , DIST. KOHLAPUR",0230-3437302,602231010 to 60231012,disp[hypen]ichalkaranji[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,2,8,"Hotgi Rd, near Idaga Ground, Ratandeep Housing Society, Solapur, Maharashtra-413003",0217-2600560,0,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,2,9,"ESI Dispensary Hadapsar, Badage Building, Survey No. 2-6162 Gadital hadapsar-Pune-28",020-25999178,60020001 to 60020003,disp[hypen]hadapsar[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,2,10,"No.690, Nashik - Pune Highway, Vitthal Arcade, Gavhanevasti, Bhosari, Pimpri-Chinchwad, Maharashtra 411039",020-27452424,0,disp[hypen]chinchwad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,3,Maharashtra
15,Maharashtra,3,1,"ESI DISPENSARY TARABAI ROAD KOLHAPUR
1827B, A-Ward, Tarabai Park, Kolhapur.",231-2322406,60231001 to 60231003,disp[hypen]tarabairoad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,3,2,"ESIS DISPENSARY SATARA
Old Civil Hospital, Satara",0216-2239533,62162001 to 62162003,disp-satara.mh@esic.nic.in
15,Maharashtra,3,3,"ESI Dispensary Sangli
Rajawada Chowk, Sangli",0233-2377636,60233001 to 60233003,disp[hypen]sangli[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,3,4,"ESI Dispensary Nagala PARK 443 Sitaram Bldg, Nagla Park Kolhapur.",0231-2633197,60231007 to 60231009,disp[hypen]naglapark[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,3,5,"ESI Dispensary Laxmi peth 159160, Laxmi peth Solapur",0217-2380412,60217007 to 602170078,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,3,6,"ESI Dispensary Miraj 47644765, Guruwar Peth, Gurukrupa Hospital Building, Miraj-416410",0233-2222604,60233004 to 60233006,disp[hypen]miraj[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,3,7,"ESI Dispensary Ichalkaranji industrial estate , Ichalkaranji-416115 , DIST. KOHLAPUR",0230-3437302,602231010 to 60231012,disp[hypen]ichalkaranji[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,3,8,"Hotgi Rd, near Idaga Ground, Ratandeep Housing Society, Solapur, Maharashtra-413003",0217-2600560,0,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,3,9,"ESI Dispensary Hadapsar, Badage Building, Survey No. 2-6162 Gadital hadapsar-Pune-28",020-25999178,60020001 to 60020003,disp[hypen]hadapsar[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,3,10,"No.690, Nashik - Pune Highway, Vitthal Arcade, Gavhanevasti, Bhosari, Pimpri-Chinchwad, Maharashtra 411039",020-27452424,0,disp[hypen]chinchwad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,4,Maharashtra
15,Maharashtra,4,1,"ESI DISPENSARY TARABAI ROAD KOLHAPUR
1827B, A-Ward, Tarabai Park, Kolhapur.",231-2322406,60231001 to 60231003,disp[hypen]tarabairoad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,4,2,"ESIS DISPENSARY SATARA
Old Civil Hospital, Satara",0216-2239533,62162001 to 62162003,disp-satara.mh@esic.nic.in
15,Maharashtra,4,3,"ESI Dispensary Sangli
Rajawada Chowk, Sangli",0233-2377636,60233001 to 60233003,disp[hypen]sangli[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,4,4,"ESI Dispensary Nagala PARK 443 Sitaram Bldg, Nagla Park Kolhapur.",0231-2633197,60231007 to 60231009,disp[hypen]naglapark[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,4,5,"ESI Dispensary Laxmi peth 159160, Laxmi peth Solapur",0217-2380412,60217007 to 602170078,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,4,6,"ESI Dispensary Miraj 47644765, Guruwar Peth, Gurukrupa Hospital Building, Miraj-416410",0233-2222604,60233004 to 60233006,disp[hypen]miraj[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,4,7,"ESI Dispensary Ichalkaranji industrial estate , Ichalkaranji-416115 , DIST. KOHLAPUR",0230-3437302,602231010 to 60231012,disp[hypen]ichalkaranji[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,4,8,"Hotgi Rd, near Idaga Ground, Ratandeep Housing Society, Solapur, Maharashtra-413003",0217-2600560,0,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,4,9,"ESI Dispensary Hadapsar, Badage Building, Survey No. 2-6162 Gadital hadapsar-Pune-28",020-25999178,60020001 to 60020003,disp[hypen]hadapsar[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,4,10,"No.690, Nashik - Pune Highway, Vitthal Arcade, Gavhanevasti, Bhosari, Pimpri-Chinchwad, Maharashtra 411039",020-27452424,0,disp[hypen]chinchwad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,5,Maharashtra
15,Maharashtra,5,1,"ESI DISPENSARY TARABAI ROAD KOLHAPUR
1827B, A-Ward, Tarabai Park, Kolhapur.",231-2322406,60231001 to 60231003,disp[hypen]tarabairoad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,5,2,"ESIS DISPENSARY SATARA
Old Civil Hospital, Satara",0216-2239533,62162001 to 62162003,disp-satara.mh@esic.nic.in
15,Maharashtra,5,3,"ESI Dispensary Sangli
Rajawada Chowk, Sangli",0233-2377636,60233001 to 60233003,disp[hypen]sangli[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,5,4,"ESI Dispensary Nagala PARK 443 Sitaram Bldg, Nagla Park Kolhapur.",0231-2633197,60231007 to 60231009,disp[hypen]naglapark[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,5,5,"ESI Dispensary Laxmi peth 159160, Laxmi peth Solapur",0217-2380412,60217007 to 602170078,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,5,6,"ESI Dispensary Miraj 47644765, Guruwar Peth, Gurukrupa Hospital Building, Miraj-416410",0233-2222604,60233004 to 60233006,disp[hypen]miraj[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,5,7,"ESI Dispensary Ichalkaranji industrial estate , Ichalkaranji-416115 , DIST. KOHLAPUR",0230-3437302,602231010 to 60231012,disp[hypen]ichalkaranji[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,5,8,"Hotgi Rd, near Idaga Ground, Ratandeep Housing Society, Solapur, Maharashtra-413003",0217-2600560,0,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,5,9,"ESI Dispensary Hadapsar, Badage Building, Survey No. 2-6162 Gadital hadapsar-Pune-28",020-25999178,60020001 to 60020003,disp[hypen]hadapsar[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,5,10,"No.690, Nashik - Pune Highway, Vitthal Arcade, Gavhanevasti, Bhosari, Pimpri-Chinchwad, Maharashtra 411039",020-27452424,0,disp[hypen]chinchwad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,6,Maharashtra
15,Maharashtra,6,1,"ESI DISPENSARY TARABAI ROAD KOLHAPUR
1827B, A-Ward, Tarabai Park, Kolhapur.",231-2322406,60231001 to 60231003,disp[hypen]tarabairoad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,6,2,"ESIS DISPENSARY SATARA
Old Civil Hospital, Satara",0216-2239533,62162001 to 62162003,disp-satara.mh@esic.nic.in
15,Maharashtra,6,3,"ESI Dispensary Sangli
Rajawada Chowk, Sangli",0233-2377636,60233001 to 60233003,disp[hypen]sangli[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,6,4,"ESI Dispensary Nagala PARK 443 Sitaram Bldg, Nagla Park Kolhapur.",0231-2633197,60231007 to 60231009,disp[hypen]naglapark[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,6,5,"ESI Dispensary Laxmi peth 159160, Laxmi peth Solapur",0217-2380412,60217007 to 602170078,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,6,6,"ESI Dispensary Miraj 47644765, Guruwar Peth, Gurukrupa Hospital Building, Miraj-416410",0233-2222604,60233004 to 60233006,disp[hypen]miraj[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,6,7,"ESI Dispensary Ichalkaranji industrial estate , Ichalkaranji-416115 , DIST. KOHLAPUR",0230-3437302,602231010 to 60231012,disp[hypen]ichalkaranji[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,6,8,"Hotgi Rd, near Idaga Ground, Ratandeep Housing Society, Solapur, Maharashtra-413003",0217-2600560,0,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,6,9,"ESI Dispensary Hadapsar, Badage Building, Survey No. 2-6162 Gadital hadapsar-Pune-28",020-25999178,60020001 to 60020003,disp[hypen]hadapsar[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,6,10,"No.690, Nashik - Pune Highway, Vitthal Arcade, Gavhanevasti, Bhosari, Pimpri-Chinchwad, Maharashtra 411039",020-27452424,0,disp[hypen]chinchwad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,7,Maharashtra
15,Maharashtra,7,1,"ESI DISPENSARY TARABAI ROAD KOLHAPUR
1827B, A-Ward, Tarabai Park, Kolhapur.",231-2322406,60231001 to 60231003,disp[hypen]tarabairoad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,7,2,"ESIS DISPENSARY SATARA
Old Civil Hospital, Satara",0216-2239533,62162001 to 62162003,disp-satara.mh@esic.nic.in
15,Maharashtra,7,3,"ESI Dispensary Sangli
Rajawada Chowk, Sangli",0233-2377636,60233001 to 60233003,disp[hypen]sangli[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,7,4,"ESI Dispensary Nagala PARK 443 Sitaram Bldg, Nagla Park Kolhapur.",0231-2633197,60231007 to 60231009,disp[hypen]naglapark[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,7,5,"ESI Dispensary Laxmi peth 159160, Laxmi peth Solapur",0217-2380412,60217007 to 602170078,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,7,6,"ESI Dispensary Miraj 47644765, Guruwar Peth, Gurukrupa Hospital Building, Miraj-416410",0233-2222604,60233004 to 60233006,disp[hypen]miraj[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,7,7,"ESI Dispensary Ichalkaranji industrial estate , Ichalkaranji-416115 , DIST. KOHLAPUR",0230-3437302,602231010 to 60231012,disp[hypen]ichalkaranji[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,7,8,"Hotgi Rd, near Idaga Ground, Ratandeep Housing Society, Solapur, Maharashtra-413003",0217-2600560,0,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,7,9,"ESI Dispensary Hadapsar, Badage Building, Survey No. 2-6162 Gadital hadapsar-Pune-28",020-25999178,60020001 to 60020003,disp[hypen]hadapsar[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,7,10,"No.690, Nashik - Pune Highway, Vitthal Arcade, Gavhanevasti, Bhosari, Pimpri-Chinchwad, Maharashtra 411039",020-27452424,0,disp[hypen]chinchwad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,8,Maharashtra
15,Maharashtra,8,1,"ESI DISPENSARY TARABAI ROAD KOLHAPUR
1827B, A-Ward, Tarabai Park, Kolhapur.",231-2322406,60231001 to 60231003,disp[hypen]tarabairoad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,8,2,"ESIS DISPENSARY SATARA
Old Civil Hospital, Satara",0216-2239533,62162001 to 62162003,disp-satara.mh@esic.nic.in
15,Maharashtra,8,3,"ESI Dispensary Sangli
Rajawada Chowk, Sangli",0233-2377636,60233001 to 60233003,disp[hypen]sangli[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,8,4,"ESI Dispensary Nagala PARK 443 Sitaram Bldg, Nagla Park Kolhapur.",0231-2633197,60231007 to 60231009,disp[hypen]naglapark[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,8,5,"ESI Dispensary Laxmi peth 159160, Laxmi peth Solapur",0217-2380412,60217007 to 602170078,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,8,6,"ESI Dispensary Miraj 47644765, Guruwar Peth, Gurukrupa Hospital Building, Miraj-416410",0233-2222604,60233004 to 60233006,disp[hypen]miraj[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,8,7,"ESI Dispensary Ichalkaranji industrial estate , Ichalkaranji-416115 , DIST. KOHLAPUR",0230-3437302,602231010 to 60231012,disp[hypen]ichalkaranji[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,8,8,"Hotgi Rd, near Idaga Ground, Ratandeep Housing Society, Solapur, Maharashtra-413003",0217-2600560,0,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,8,9,"ESI Dispensary Hadapsar, Badage Building, Survey No. 2-6162 Gadital hadapsar-Pune-28",020-25999178,60020001 to 60020003,disp[hypen]hadapsar[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,8,10,"No.690, Nashik - Pune Highway, Vitthal Arcade, Gavhanevasti, Bhosari, Pimpri-Chinchwad, Maharashtra 411039",020-27452424,0,disp[hypen]chinchwad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,9,Maharashtra
15,Maharashtra,9,1,"ESI DISPENSARY TARABAI ROAD KOLHAPUR
1827B, A-Ward, Tarabai Park, Kolhapur.",231-2322406,60231001 to 60231003,disp[hypen]tarabairoad[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,9,2,"ESIS DISPENSARY SATARA
Old Civil Hospital, Satara",0216-2239533,62162001 to 62162003,disp-satara.mh@esic.nic.in
15,Maharashtra,9,3,"ESI Dispensary Sangli
Rajawada Chowk, Sangli",0233-2377636,60233001 to 60233003,disp[hypen]sangli[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,9,4,"ESI Dispensary Nagala PARK 443 Sitaram Bldg, Nagla Park Kolhapur.",0231-2633197,60231007 to 60231009,disp[hypen]naglapark[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,9,5,"ESI Dispensary Laxmi peth 159160, Laxmi peth Solapur",0217-2380412,60217007 to 602170078,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,9,6,"ESI Dispensary Miraj 47644765, Guruwar Peth, Gurukrupa Hospital Building, Miraj-416410",0233-2222604,60233004 to 60233006,disp[hypen]miraj[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,9,7,"ESI Dispensary Ichalkaranji industrial estate , Ichalkaranji-416115 , DIST. KOHLAPUR",0230-3437302,602231010 to 60231012,disp[hypen]ichalkaranji[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,9,8,"Hotgi Rd, near Idaga Ground, Ratandeep Housing Society, Solapur, Maharashtra-413003",0217-2600560,0,ms[hypen]sholapur[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,9,9,"ESI Dispensary Hadapsar, Badage Building, Survey No. 2-6162 Gadital hadapsar-Pune-28",020-25999178,60020001 to 60020003,disp[hypen]hadapsar[dot]mh[at]esic[dot]nic[dot]in
15,Maharashtra,9,10,"No.690, Nashik - Pune Highway, Vitthal Arcade, Gavhanevasti, Bhosari, Pimpri-Chinchwad, Maharashtra 411039",020-27452424,0,disp[hypen]chinchwad[dot]mh[at]esic[dot]nic[dot]in
16,Odisha,1,Odisha
16,Odisha,1,1,"ESI Dispensary Damanjodi, I.M.O. IC, At Saraswati Vihar, PO-Damanjodi-763008, Dist-Koraput, Odisha",9437449376,NA,disp[hypen]damanjodi[dot]or[at]esic[dot]nic[dot]in
16,Odisha,1,2,"ESI Dispensary Khuntuni, House of Sri Prasant Kumar Pradhan, At: Rampei, PO: Khuntuni, Dist : Cuttack, Pin : 754029",9776515139,NA,disp[hypen]khuntuni[dot]or[at]esic[dot]nic[dot]in
16,Odisha,1,3,"ESI Dispensary TPM Area, P.O.-Daulatabad, Choudwar, Dist. -Cuttack",0671-2494351,NA,disp[hypen]tpmarea[at]esic[dot]nic[dot]in
16,Odisha,1,4,"E.S.I. Dispensary Meramundali, At/Post. Meramundali ( Near BSNL Telephone Exchange), Dist. Dhenkanal",6371435247,NA,disp[hypen]meramundali[dot]or[at]esic[dot]nic[dot]in
16,Odisha,1,5,"E.S.I. Dispensary Tangi, At: Tangi, P.O.Kotasahi, Cuttack",9439914363,NA,disp[hypen]tangi[at]esic[dot]nic[dot]in
16,Odisha,1,6,"ESI Dispensary Jharsuguda, I.M.O. I/C, PO-Jharsuguda-768203, Dist-Jharsuguda, Odisha",06645-270008,NA,disp[hypen]jharsuguda[dot]or[at]esic[dot]nic[dot]in
16,Odisha,1,7,"E.S.I. Dispensary Kalunga, AtPO-Kalunga,Dist-Sundargarh",06611-2660620,60661001,disp[hypen]kalunga[dot]or[at]esic[dot]nic[dot]in
16,Odisha,1,8,"E.S.I. Dispensary Ganjam, AtPO-Ganjam, Dist-Ganjam",06811-254344,66811001,disp[hypen]ganjam[dot]or[at]esic[dot]nic[dot]in
16,Odisha,1,9,"E.S.I. Dispensary,Rourkela-r,At/Po-Industrial Estate Pan Posh,Dist-Sundargarh, Pin : 769004",0661-2400482,66622004-06,disp[hypen]rourkela4[dot]or[at]esic[dot]nic[dot]in
16,Odisha,1,10,"E.S.I. Dispensary,Kapuria,At/PO-Kalyan Nagar,Dist:-Cuttack Pin-753013",9777675869,60671001-03,disp[hypen]khapuria[dot]or[at]esic[dot]nic[dot]in
16,Odisha,2,Odisha
16,Odisha,2,1,"ESI Dispensary Damanjodi, I.M.O. IC, At Saraswati Vihar, PO-Damanjodi-763008, Dist-Koraput, Odisha",9437449376,NA,disp[hypen]damanjodi[dot]or[at]esic[dot]nic[dot]in
16,Odisha,2,2,"ESI Dispensary Khuntuni, House of Sri Prasant Kumar Pradhan, At: Rampei, PO: Khuntuni, Dist : Cuttack, Pin : 754029",9776515139,NA,disp[hypen]khuntuni[dot]or[at]esic[dot]nic[dot]in
16,Odisha,2,3,"ESI Dispensary TPM Area, P.O.-Daulatabad, Choudwar, Dist. -Cuttack",0671-2494351,NA,disp[hypen]tpmarea[at]esic[dot]nic[dot]in
16,Odisha,2,4,"E.S.I. Dispensary Meramundali, At/Post. Meramundali ( Near BSNL Telephone Exchange), Dist. Dhenkanal",6371435247,NA,disp[hypen]meramundali[dot]or[at]esic[dot]nic[dot]in
16,Odisha,2,5,"E.S.I. Dispensary Tangi, At: Tangi, P.O.Kotasahi, Cuttack",9439914363,NA,disp[hypen]tangi[at]esic[dot]nic[dot]in
16,Odisha,2,6,"ESI Dispensary Jharsuguda, I.M.O. I/C, PO-Jharsuguda-768203, Dist-Jharsuguda, Odisha",06645-270008,NA,disp[hypen]jharsuguda[dot]or[at]esic[dot]nic[dot]in
16,Odisha,2,7,"E.S.I. Dispensary Kalunga, AtPO-Kalunga,Dist-Sundargarh",06611-2660620,60661001,disp[hypen]kalunga[dot]or[at]esic[dot]nic[dot]in
16,Odisha,2,8,"E.S.I. Dispensary Ganjam, AtPO-Ganjam, Dist-Ganjam",06811-254344,66811001,disp[hypen]ganjam[dot]or[at]esic[dot]nic[dot]in
16,Odisha,2,9,"E.S.I. Dispensary,Rourkela-r,At/Po-Industrial Estate Pan Posh,Dist-Sundargarh, Pin : 769004",0661-2400482,66622004-06,disp[hypen]rourkela4[dot]or[at]esic[dot]nic[dot]in
